"operator","relations","gtfs_shape_id_n","gtfs_route_id_n","gtfs_feed_id_n","relation_id_example"
"SITU",1,0,0,0,"17061782"
"SIbus",24,0,0,0,"1577254"
"SOTRANOR",8,0,0,0,"6287107"
"SOU Rio Claro",2,0,0,0,"18982668"
"STP Santiago",1,0,0,0,"17623538"
"STP Santiago S.A.",15,0,0,0,"16834778"
"STS",7,0,0,0,"2727021"
"STTU",7,0,0,0,"13496883"
"SUMA",38,0,0,0,"15613917"
"SUMA BC",9,0,0,0,"15613737"
"SUR ORIENTAL",6,0,0,0,"6422521"
"Saens Peña",2,0,0,0,"10399905"
"Salaverry Express",3,0,0,0,"17434314"
"Samabiaba Transportes Urbanos",1,0,0,0,"15345461"
"Sambaiba",1,0,0,0,"15174963"
"Sambaiba Transporte Urbanos",1,0,0,0,"17981536"
"Sambaiba Transportes Urbanos",27,0,0,0,"15096118"
"Sambaiba Transportes Urbanos Ltda",6,0,0,0,"15086739"
"Sambaiba Transportes Urbanos Ltda.",41,0,0,0,"11559514"
"Sambaiba Transportes Urbanos ltda",1,0,0,0,"15183969"
"Sambaíba Transportes Urbanos Ltda.",16,0,0,0,"11375512"
"San Antonio S.R.L",2,0,0,0,"6720601"
"San Fransisco",3,0,0,0,"2083300"
"San Isidro Labrador",2,0,0,0,"17434339"
"San Isidro S.R.L.",7,0,0,0,"19742209"
"San Isidro SRL",3,0,0,0,"19552825"
"San Jorge",2,0,0,0,"12443589"
"San José Obrero SRL",1,0,0,0,"16260130"
"San Lorenzo SACI",1,0,0,0,"14453078"
"San Luis",2,0,0,0,"6720590"
"San Martin Estrella / Estrellas del Valle / Tursmo Express",1,0,0,0,"16235240"
"San Pedro",8,0,0,0,"16754641"
"San Pedro del Amor S.A.",4,0,0,0,"17581635"
"San Remo",2,0,0,0,"16754645"
"Santa Ana",13,0,0,0,"10179302"
"Santa Catalina",3,0,0,0,"17520880"
"Santa Edwiges",3,0,0,0,"3401674"
"Santa Lucia de Moche",1,0,0,0,"17508289"
"Santa Maria",27,0,0,0,"255832"
"Santa Paula, Expresso",1,0,0,0,"13117015"
"Santa Rosa de Lima",2,0,0,0,"6840506"
"Santo Antônio",4,0,0,0,"10044880"
"Sargento Cabral S.A.",14,0,0,0,"16153390"
"Sargento Cabral S.A. de Transporte",8,0,0,0,"11524478"
"Sarmiento",1,0,0,0,"11840951"
"SeMOB",4,0,0,0,"18628417"
"Senhora dos Campos",3,0,0,0,"16009548"
"Serra do Piloto",2,0,0,0,"10966835"
"Serv. Generales Lider Express S.A.",1,0,0,0,"17580790"
"Serv. Generales Salaverry S.R.L.",1,0,0,0,"17581474"
"Serv. Generales nuevo Gran Chimu",1,0,0,0,"17581512"
"Serv. Multiples Moderno Express S.A.",4,0,0,0,"17527168"
"Serv. e industria Vista Alegre S.A.",1,0,0,0,"17669832"
"Servicio Interurbano Provincial",2,0,0,0,"18723637"
"Señor de la Misericordia",1,0,0,0,"17521145"
"Señor de los Milagros",2,0,0,0,"17554649"
"SiBus",1,0,0,0,"4479120"
"Sierras de Calamuchita S.R.L",2,0,0,0,"20355065"
"Sin Especificar",1,0,0,0,"6720337"
"Sindicado de micros San Cristobal",22,0,0,0,"18480848"
"Sindicato 16 de Noviembre",1,0,0,0,"6609548"
"Sindicato Litoral",1,0,0,0,"9425611"
"Sindicato Microbus F Celeste",1,0,0,0,"15475406"
"Sindicato Microbus H Celeste",1,0,0,0,"15475232"
"Sindicato Microbus Q Celeste",1,0,0,0,"15475699"
"Sindicato Minibus 104 letrero blanco",1,0,0,0,"15446357"
"Sindicato Minibus 104 letrero verde",1,0,0,0,"15446395"
"Sindicato Minibus 105",1,0,0,0,"15446449"
"Sindicato Minibus 106",1,0,0,0,"15447867"
"Sindicato Minibus 110",1,0,0,0,"15437027"
"Sindicato Minibus 111",1,0,0,0,"15441672"
"Sindicato Minibus 112",1,0,0,0,"15442328"
"Sindicato Minibus 113",1,0,0,0,"15443641"
"Sindicato Minibus 117",1,0,0,0,"15423123"
"Sindicato Mixto Transporte Urkupiña",2,0,0,0,"5457263"
"Sindicato Pedro Domingo Murillo",3,0,0,0,"19422164"
"Sindicato Pucara Grande",2,0,0,0,"9430327"
"Sindicato Señor de Buen Viaje El Paso",4,0,0,0,"10413127"
"Sindicato Simón Bolívar",1,0,0,0,"9437459"
"Sindicato Villa Victoria",1,0,0,0,"18750470"
"Sindicato de Micros San Cristóbal",13,0,0,0,"18369100"
"Sindicato de Transporte Eduardo Avaroa",2,0,0,0,"17675641"
"Sindicato de colectiveros y microbuses radio urbano y suburbano ciudad de Cochabamba",39,0,0,0,"10177244"
"Sindicato de micros San Cristóbal",1,0,0,0,"9634367"
"Sindicato de taxi trufis 15 de abril",3,0,0,0,"10721776"
"Sindicato de taxi trufis 30 de noviembre",15,0,0,0,"17290523"
"Sindicato de taxis y trufis 14 de septiembre",28,0,0,0,"10380049"
"Sindicato de transporte mixto ""Simón Bolivar""",31,0,0,0,"10254606"
"Sindicato de trufibuses 15 de agosto",10,0,0,0,"10414461"
"Sindicato mixto de autotransporte 6 de agosto Sipe Sipe",34,0,0,0,"10788634"
"Sindicato mixto de autotransporte Cantón Itapaya",2,0,0,0,"10742276"
"Sindicato mixto de autotransporte Sacaba",32,0,0,0,"10708849"
"Sindicato mixto de transporte 12 de octubre",4,0,0,0,"11106317"
"Sindicato mixto de transporte Bolivia",18,0,0,0,"10692795"
"Sindicato mixto de transporte Santa Veracruz",8,0,0,0,"10707888"
"Sindicato mixto de transporte Sebastian Pagador",10,0,0,0,"10176999"
"Sindicato mixto de transporte Trópico",4,0,0,0,"10709736"
"Sindicato mixto de transporte público 6 de mayo",28,0,0,0,"10686843"
"Sindicato mixto de transportistas 16 de noviembre",4,0,0,0,"10717486"
"Sindicato mixto de transportistas 21 de julio",18,0,0,0,"10692537"
"Sindicato mixto de transportistas Avaroa",2,0,0,0,"9321521"
"Sindicato mixto de transportistas Nuestra Señora del Carmen",6,0,0,0,"10626711"
"Sindicato mixto de transportistas Santa Rosa de Lima",25,0,0,0,"10411209"
"Sindicato mixto de transportistas Tiquipaya",42,0,0,0,"10712377"
"Sindicato mixto de trufibuses 3 de noviembre",8,0,0,0,"10724599"
"Sindicato mixto de trufibuses Vinto",32,0,0,0,"10411266"
"Sindicato mixto transporte Urkupiña",20,0,0,0,"10407407"
"Singer",2,0,0,0,"4455708"
"Sistema Complementar do Recife",5,0,0,0,"11714674"
"Sociedad Anónima Expreso Sudoeste",6,0,0,0,"17612335"
"Sociedad de Transportes Regional S.A - Línea N° 20",1,0,0,0,"14340618"
"Sol y Luna",1,0,0,0,"17463348"
"Sorriso de Toledo",30,0,0,0,"2984889"
"Sotratal Ltda.",6,0,0,0,"2775068"
"Spencer Transporte Rodoviario Ltda",1,0,0,0,"18179220"
"Spencer Transporte Rodoviário Ltda.",12,0,0,0,"12358636"
"Spencer Transportes Rodóviario Ltda",1,0,0,0,"18179221"
"Sptrans",2,0,0,0,"13730681"
"Stadtbus",3,0,0,0,"3396306"
"Subus Chile S.A.",5,0,0,0,"19973144"
"Sudeste",11,0,0,0,"7821036"
"SurNor S.A.",8,0,0,0,"1162980"
"Suzantur",27,0,0,0,"15845596"
"Sáenz Peña S.A.",4,0,0,0,"14103371"
"São Bento",1,0,0,0,"2908805"
"São Cristóvão",1,0,0,0,"2572610"
"São Joao (Auto Ônibus São Joao Ltda.)",2,0,0,0,"14118307"
"São Jorge",20,0,0,0,"3328157"
"São José",3,0,0,0,"4053363"
"São Miguel",18,0,0,0,"20159111"
"TAISUR",8,0,0,0,"3392513"
"TAPU",2,0,0,0,"19900099"
"TCB",2,0,0,0,"3709346"
"TCGL",1,0,0,0,"9338178"
"TCL",3,0,0,0,"7401381"
"TCP Tucumán UTE",1,0,0,0,"3010169"
"TERMAS TURIS",8,0,0,0,"6258190"
"TIG",2,0,0,0,"7141390"
"TITANIC EXPRESS S.A.",6,0,0,0,"19966264"
"TONCHALA",7,0,0,0,"4270319"
"TONCHALÁ",4,0,0,0,"5626243"
"TR TRANSPORTES",2,0,0,0,"13344243"
"TR Transporte de Passageiros",1,0,0,0,"14334453"
"TR Transporte de Passageiros LTDA",1,0,0,0,"14359842"
"TR Transporte de Passageiros LTDA.",8,0,0,0,"14329000"
"TR Transporte de Passageiros LTDA;",1,0,0,0,"14329406"
"TR Transporte de passageiros",1,0,0,0,"3505239"
"TR Transporte;Transnacional",1,0,0,0,"14338438"
"TR Transportes",2,0,0,0,"10547913"
"TRANS TUMBACO",2,0,0,0,"6273752"
"TRANSALFA",7,0,0,0,"6432815"
"TRANSBARCA",2,0,0,0,"4779976"
"TRANSFLORESTA",2,0,0,0,"6311585"
"TRANSGUASIMAES",1,0,0,0,"5643062"
"TRANSGUASIMALES",5,0,0,0,"5641959"
"TRANSHEMISFERICOS",7,0,0,0,"6422591"
"TRANSHEROICA",8,0,0,0,"6422600"
"TRANSLATINOS",2,0,0,0,"6425340"
"TRANSMETROPOLI",3,0,0,0,"6427849"
"TRANSMETROPOLI-082",1,0,0,0,"6432741"
"TRANSPLANETA",19,0,0,0,"6422912"
"TRANSPORSEL",6,0,0,0,"6422811"
"TRANSPORTE GUARANI S.R.L.",1,0,0,0,"4000491"
"TRANSPORTE GUARANÍ S.R.L.",1,0,0,0,"5744210"
"TRANSPORTES LUCIA E.I.R.L. - RUC: 20494748062",2,0,0,0,"6720088"
"TRANSWOLFF TRANSPORTES E TURISMO LTDA",1,0,0,0,"10386978"
"TRANSZETA",6,0,0,0,"6425168"
"TRASAN",8,0,0,0,"4270317"
"TREL - Transtrurismo REI",1,0,0,0,"12882632"
"TREL - Transturismo REI",6,0,0,0,"12892624"
"TROLEBUS",26,0,0,0,"6423296"
"TTA S.A.",1,0,0,0,"19734996"
"TTA SA",1,0,0,0,"19671295"
"TUMBACO",5,0,0,0,"6289703"
"TUPA",14,0,0,0,"19896779"
"Taguatur",1,0,0,0,"4010080"
"Taqsa - Cal Tur - Chaltén Travel - Las Lengas",2,0,0,0,"3670024"
"Taqsa - Cal Tur - Clamajucar - Interlagos - Los Glaciares - Calafate Transfers",2,0,0,0,"3670016"
"Taqsa - Marga",2,0,0,0,"4020809"
"Taquiña",2,0,0,0,"10789860"
"Tax Central S.A.",8,0,0,0,"9211739"
"Taxi Latino C & R E.I.R.L",2,0,0,0,"6720532"
"Taxutal S.A.",1,0,0,0,"2985236"
"Tecla S. A.",2,0,0,0,"19698155"
"Tecla S.A.",1,0,0,0,"19709475"
"Teresinense/Cidade Verde",1,0,0,0,"3895370"
"Tipoka",1,0,0,0,"6406830"
"Tipoka S.A.",8,0,0,0,"5809656"
"Titanic Express",2,0,0,0,"17419574"
"Tranartes",1,0,0,0,"7552995"
"Trans Bus",1,0,0,0,"10222989"
"Trans Bus (Trans Bus Transportes Coletivos Ltda.)",6,0,0,0,"10338723"
"Trans Guasimales, Trans Tonchala, Trans Oriental",1,0,0,0,"4170877"
"Trans Guasimales, Trasan, Trans Tonchala, Trans Petrolea, Trans Oriental",1,0,0,0,"4163284"
"Trans Maule",6,0,0,0,"7802089"
"Trans Montúfar",2,0,0,0,"20619599"
"Trans Oriental S.A. , Trasan S.A. , Trans Petrolea S.A. , Trans Guasimales S.A. , Trans Tonchala S.A.",1,0,0,0,"4170535"
"Trans Tobar Ltda.",12,0,0,0,"9218006"
"TransAvella",8,0,0,0,"14496452"
"TransBolívar",2,0,0,0,"8975480"
"TransBus",24,0,0,0,"14372609"
"TransCaribe",8,0,0,0,"13764315"
"TransLago",9,0,0,0,"14507684"
"TransMielnio",2,0,0,0,"13771199"
"TransMilenio",124,0,0,0,"1138779"
"TransMilenio S.A.",1,0,0,0,"8237776"
"TransMilenio;ETIB S.A.S",1,0,0,0,"15614142"
"Transbarca",1,0,0,0,"4779944"
"Transbraz",4,0,0,0,"7426382"
"Transcaribe S.A.",23,0,0,0,"17784013"
"Transcol",385,0,0,0,"10628853"
"Transgeraldo",3,0,0,0,"7430795"
"Translima S.A.",1,0,0,0,"20206557"
"Translocave",2,0,0,0,"19014062"
"Transmetro",7,0,0,0,"12701794"
"Transmetro S.A.",2,0,0,0,"12701792"
"Transmetro S.A.S",3,0,0,0,"12701793"
"Transmetro S.A.S.",24,0,0,0,"11671104"
"Transmetro SAS",1,0,0,0,"2382294"
"Transmilenio",9,0,0,0,"1018527"
"Transmilenio S.A.",6,0,0,0,"15613788"
"Transnacional",29,0,0,0,"261660"
"Transol",16,0,0,0,"1864108"
"Transoledad",1,0,0,0,"2849186"
"Transporte 11 de Junio S.R.L.",2,0,0,0,"17674759"
"Transporte 25 de Mayo S.R.L.",2,0,0,0,"9300781"
"Transporte 9 de Julio S.A.",2,0,0,0,"11878533"
"Transporte América S.A.C.I.",4,0,0,0,"371139"
"Transporte Automotor La Plata S.A.",14,0,0,0,"17978385"
"Transporte Automotor Plaza S.A.C. e I.",4,0,0,0,"1145498"
"Transporte Automotor Riachuelo S.A.",6,0,0,0,"4726672"
"Transporte Automotores La Plata S.A.",4,0,0,0,"18302155"
"Transporte Bahía SRL - Grupo Ceferino",1,0,0,0,"17779083"
"Transporte Cidade Canção",1,0,0,0,"19055333"
"Transporte Coletivo Cidade Canção",167,0,0,0,"11642549"
"Transporte Complementar de Camaragibe",1,0,0,0,"11851459"
"Transporte Diadema",5,0,0,0,"19423667"
"Transporte El Ñandú SRL",4,0,0,0,"17784261"
"Transporte Escalada S.A.T.",6,0,0,0,"10710885"
"Transporte Gral. Belgrano S.A.",2,0,0,0,"7512818"
"Transporte Gral. Rodríguez S.A.",2,0,0,0,"7535496"
"Transporte Ideal San Justo S.A.",50,0,0,0,"15851371"
"Transporte Jacobsen SRL",5,0,0,0,"17179748"
"Transporte La Nueva Movediza S.A.",2,0,0,0,"7537725"
"Transporte Larrazábal C.I.S.A.",8,0,0,0,"14219570"
"Transporte Las Grutas",4,0,0,0,"3375536"
"Transporte Lomagrandense SATCIS",1,0,0,0,"19053404"
"Transporte Lope de Vega S.A.C.I.",2,0,0,0,"9715355"
"Transporte Lope de Vega S.A.C.I.F.",4,0,0,0,"4538037"
"Transporte Martinez S.R.L",2,0,0,0,"20308731"
"Transporte Patagonia Argentina",2,0,0,0,"9185497"
"Transporte Público Ambato",43,0,0,0,"16778757"
"Transporte San Justo S.A.",1,0,0,0,"9175459"
"Transporte Silver",2,0,0,0,"14901264"
"Transporte Urbano São Miguel de Uberlandia",3,0,0,0,"9154824"
"Transporte Villa Aguirre S.A.",3,0,0,0,"7530076"
"Transporte Xibi- Xibi",1,0,0,0,"9704061"
"Transporte Xibi-Xibi",9,0,0,0,"10012432"
"Transporte de Pasajeros General Roca SRL",1,0,0,0,"3506362"
"Transporte de Pasajeros Siglo XXI S.A.",4,0,0,0,"12773177"
"Transporte y Turismo Aldana Sociedad Anónima (TTA SA)",3,0,0,0,"19671294"
"Transportes 11 de Junio S.R.L.",18,0,0,0,"17426706"
"Transportes 1º de Septiembre S.A.",4,0,0,0,"5884894"
"Transportes 270 S.A.",2,0,0,0,"13824279"
"Transportes Almirante Brown S.A.",10,0,0,0,"13812686"
"Transportes Asociados UTE",2,0,0,0,"14192799"
"Transportes Automotores Callao S.A.",6,0,0,0,"19336739"
"Transportes Automotores Riachuelo S.A.",12,0,0,0,"11179287"
"Transportes Avenida Bernardo Ader S.A.",6,0,0,0,"20383081"
"Transportes Ciudad de Tandil",1,0,0,0,"7549910"
"Transportes Colegiales S.A.C.I.",6,0,0,0,"20131886"
"Transportes El 22 SRL - Grupo Ceferino",6,0,0,0,"17810881"
"Transportes Fenur S. A",3,0,0,0,"4279192"
"Transportes Fenur S.A.",43,0,0,0,"17043403"
"Transportes José Hernández S.A.",4,0,0,0,"14023822"
"Transportes La Perlita S.A.",105,0,0,0,"12800827"
"Transportes La Union (Union Platense SRL)",22,0,0,0,"3758696"
"Transportes Larrazabal C.I.S.A.",4,0,0,0,"13836394"
"Transportes Larrazábal C.I.S.A.",8,0,0,0,"3884761"
"Transportes Lope de Vega S.A.C.I.",4,0,0,0,"11002767"
"Transportes Línea 123 S.A.C.I.",2,0,0,0,"5267812"
"Transportes Nueve de Julio S.A.C.",2,0,0,0,"4269404"
"Transportes Quirno Costa S.A.C.I.",2,0,0,0,"375005"
"Transportes Rawson - Grupo Ceferino",1,0,0,0,"17779113"
"Transportes Rawson SRL - Grupo Ceferino",7,0,0,0,"17779130"
"Transportes Río Grande S.A.",11,0,0,0,"10980909"
"Transportes San Cayetano S.A.C.",2,0,0,0,"2670988"
"Transportes San Juan Bautista S.A.",4,0,0,0,"20068027"
"Transportes Santa Fe S.A.C.I.",6,0,0,0,"382202"
"Transportes Sesenta y Ocho S.R.L",4,0,0,0,"3896934"
"Transportes Unidos de Merlo",22,0,0,0,"19758975"
"Transportes Unidos de Merlo S.A.",2,0,0,0,"17505641"
"Transportes Unidos de Merlo S.A.C.I.",6,0,0,0,"8259705"
"Transportes Vargas Limitada",1,0,0,0,"11256283"
"Transportes Veintidós de Septiembre S.A.C.",2,0,0,0,"374994"
"Transportes Villa Bosch",4,0,0,0,"19271421"
"Transportes Villa Bosch S.A.",4,0,0,0,"20148060"
"Transportes del Sur SRL",2,0,0,0,"18458749"
"Transportes del Tejar S.A.",2,0,0,0,"4170557"
"Transportes y Servicios Lima Chorrillos S.A.",1,0,0,0,"19655217"
"Transportes y Servicios Santa Cruz S.A.",1,0,0,0,"20121842"
"Transppass",12,0,0,0,"2080725"
"Transppass Transporte De Passageiros Ltda.",6,0,0,0,"12366033"
"Transppass Transporte de Passageiros Ltda.",38,0,0,0,"12397148"
"Transprimo",6,0,0,0,"7935332"
"Transpuntano SAPEM",1,0,0,0,"4206470"
"Transsander",1,0,0,0,"17696483"
"Transtonchalá",3,0,0,0,"5641530"
"Transtusa",123,0,0,0,"11752036"
"Transunião Transportes S/A",20,0,0,0,"11201211"
"Transurbano",1,0,0,0,"5481652"
"Transvial EP",10,0,0,0,"16941257"
"Transwolff",37,0,0,0,"13737367"
"Transwolff Transportes E Turismo Ltda.",4,0,0,0,"12354540"
"Transwolff Transportes e Turismo Ltda",11,0,0,0,"10631400"
"Transwolff Transportes e Turismo Ltda.",51,0,0,0,"10983469"
"Trasan",1,0,0,0,"4163286"
"Trasmetro S.A.S.",1,0,0,0,"2382293"
"Trasncaribe S.A.",1,0,0,0,"17801793"
"Trasnporte Coletivo Cidade Canção",1,0,0,0,"16201532"
"Trasnwolff",1,0,0,0,"5230259"
"Trectur",5,0,0,0,"7324886"
"Trevitur Viagens",1,0,0,0,"2955055"
"Triângulo (Auto Viação Triângulo Ltda.)",2,0,0,0,"11138006"
"Tundama",26,0,0,0,"6525438"
"Tures",12,0,0,0,"6577914"
"Turilessa",12,0,0,0,"9165736"
"Turismo Dios es mi guia S.R.L.",1,0,0,0,"17595670"
"Turismo y serv. Los Pinos S.A.C.",1,0,0,0,"17595746"
"UFMS",24,0,0,0,"15834223"
"UFPA",2,0,0,0,"8130922"
"UFRA",1,0,0,0,"7772114"
"UFSM",2,0,0,0,"7099019"
"URBS",206,0,0,0,"10052523"
"UTE (América S.A. y Azul S.A.T.A.)",7,0,0,0,"4029599"
"UTE - El Trapiche - Los Andes",8,0,0,0,"3356862"
"UTE La Marina - La Positiva",26,0,0,0,"12235560"
"UTO",4,0,0,0,"17186178"
"Ufra",1,0,0,0,"7772116"
"Unileste",4,0,0,0,"15969585"
"Union Bus",3,0,0,0,"10211939"
"Union Platense SRL",74,0,0,0,"10797983"
"Universidad Nacional",1,0,0,0,"4785164"
"Universidade Federal do Ceará",1,0,0,0,"3786640"
"Unión S.R.L.",2,0,0,0,"6721577"
"Unión Transitoria de Empresas",22,0,0,0,"19724992"
"Unión Transportista de Empresas S.A.",4,0,0,0,"13836395"
"Unión de Conductores Maiquetía Caracas",2,0,0,0,"2927561"
"Urbano SE",5,0,0,0,"13331129"
"Urbes",48,0,0,0,"12199144"
"Urubupunga",1,0,0,0,"9502200"
"Utenor S.A.",2,0,0,0,"13875050"
"VB Transportes",2,0,0,0,"2097773"
"VENCEDORES DE PICHINCHA",12,0,0,0,"6425203"
"VETOR",1,0,0,0,"7723808"
"VIAÇÃO GRAJAÚ S.A.",2,0,0,0,"11015398"
"VIAÇÃO JUNDIAIENSE LTDA.",2,0,0,0,"5240417"
"VIAÇÃO LEME",2,0,0,0,"6169124"
"VIAÇÃO METRÓPOLE PAULISTA S.A.",2,0,0,0,"4437410"
"VICTORIA",3,0,0,0,"6426059"
"VIMSA",1,0,0,0,"1120890"
"VINGALA",2,0,0,0,"6289638"
"VIP Transportes Urbanos",9,0,0,0,"4482813"
"VIP transportes Urbanos",1,0,0,0,"4499898"
"VIPE",8,0,0,0,"15846156"
"VIRGEN DE LA PUERTA S.A.",10,0,0,0,"19962287"
"VIRGEN DEL ARCO S.A.",6,0,0,0,"19968183"
"VSFL",5,0,0,0,"3550082"
"Valentín Luis Estoco e Hijos SRL",2,0,0,0,"3416091"
"Valle del Sol",10,0,0,0,"12253674"
"Vallecito",24,0,0,0,"12253715"
"Van-Loc",6,0,0,0,"11284771"
"Vencedores de Huamanga S.R.L.",2,0,0,0,"6721531"
"Vera Cruz",12,0,0,0,"10568368"
"Vera Cruz;Empresa Metropolitana",1,0,0,0,"10699755"
"Vereda",2,0,0,0,"3490544"
"Via Sudeste Transportes S. A.",30,0,0,0,"11166195"
"Via Sudeste Transportes S.A.",37,0,0,0,"11561642"
"Via Sul",4,0,0,0,"1050476"
"ViaOuro",17,0,0,0,"3381098"
"ViaQuatro",2,0,0,0,"14147928"
"Viacha",1,0,0,0,"9840114"
"Viaja Aquí",3,0,0,0,"18648045"
"Vialoc",1,0,0,0,"7266251"
"Vialuz Transportes",2,0,0,0,"5309913"
"Viação Bela Sintra",1,0,0,0,"12977825"
"Viação Bragança Ltda.",2,0,0,0,"7634667"
"Viação Campo Belo",10,0,0,0,"4583282"
"Viação Campo Belo Ltda.",30,0,0,0,"12347679"
"Viação Campo Grande",9,0,0,0,"11498477"
"Viação Canarinho",119,0,0,0,"12595927"
"Viação Cidade Dutra",2,0,0,0,"6631454"
"Viação Cidade Morena",6,0,0,0,"2210817"
"Viação Curuça",2,0,0,0,"15867803"
"Viação Dourados",32,0,0,0,"11274255"
"Viação Fervima Ltda.",12,0,0,0,"12651864"
"Viação Forte",1,0,0,0,"9215159"
"Viação Forte Transporte Rodoviário, Ltda.",1,0,0,0,"5300131"
"Viação Garcia",10,0,0,0,"12015277"
"Viação Gato Preto Ltda.",18,0,0,0,"12460982"
"Viação Gatusa Transportes Urbanos Ltda.",27,0,0,0,"13217172"
"Viação Grajaú",2,0,0,0,"10929626"
"Viação Grajaú S.A.",44,0,0,0,"10579860"
"Viação Grande Vitoria",54,0,0,0,"7105819"
"Viação Guaianazes",6,0,0,0,"15741481"
"Viação Guajará;Transportes Nova Marambaia",1,0,0,0,"8446903"
"Viação Itapetinga Ltda.",6,0,0,0,"2017756"
"Viação Jundiaiense Ltda.",6,0,0,0,"4816317"
"Viação Leme",2,0,0,0,"7653940"
"Viação Leme Ltda",2,0,0,0,"4778603"
"Viação Leme Ltda.",2,0,0,0,"4568072"
"Viação Lira",1,0,0,0,"14745911"
"Viação Mar Aberto Ltda",2,0,0,0,"7919004"
"Viação Metropole Paulista S.A.",1,0,0,0,"4492227"
"Viação Metrópole Paulista",1,0,0,0,"4438258"
"Viação Metrópole Paulista S.A.",65,0,0,0,"11178507"
"Viação Niteroi",1,0,0,0,"5223527"
"Viação Padre Eustaquio",2,0,0,0,"15905271"
"Viação Padre Eustáquio",5,0,0,0,"15902763"
"Viação Pioneira;Governo do Distrito Federal",1,0,0,0,"15772236"
"Viação Pioneira;Governo do Distrito Federal;",2,0,0,0,"15806789"
"Viação Piracicabana",3,0,0,0,"20444481"
"Viação Pirajuçara Ltda.",8,0,0,0,"12657054"
"Viação Progresso;Real Alagoas",1,0,0,0,"10975327"
"Viação Progresso;Viação Guanabara",1,0,0,0,"10740286"
"Viação Progresso;Viação Total;Catedral Turismo",1,0,0,0,"10740306"
"Viação Raposo Tavares",2,0,0,0,"6444916"
"Viação Raposo Tavares Ltda",1,0,0,0,"6445027"
"Viação Sandra",1,0,0,0,"3379284"
"Viação Santa Brigida Ltda.",29,0,0,0,"12346375"
"Viação Santa Brigida Ltda..",1,0,0,0,"12346376"
"Viação Santa Brígida Ltda.",2,0,0,0,"11485607"
"Viação Sonho Dourado",4,0,0,0,"5481647"
"Viação São Francisco",6,0,0,0,"2199850"
"Viação Talismã",4,0,0,0,"15865953"
"Viação União",18,0,0,0,"4193670"
"Viação União Santa Cruz Ltda",2,0,0,0,"5489506"
"Viação Vaz",6,0,0,0,"15936705"
"Viação Verdes Mares",75,0,0,0,"12645183"
"Viação do Sul",4,0,0,0,"16148901"
"Viação na Montanha",1,0,0,0,"19609126"
"Vicampe",5,0,0,0,"8757362"
"Victor Larco S.A.",1,0,0,0,"17581737"
"Vinscol",2,0,0,0,"5812444"
"Vip Transportes Urbanos",1,0,0,0,"4497862"
"Virgen de la Puerta",2,0,0,0,"17463445"
"Virgen del Arco",2,0,0,0,"17508507"
"Vitória",1,0,0,0,"8679933"
"Vição Guaianazes",1,0,0,0,"19510802"
"Voy Santiago",1,0,0,0,"19981239"
"Voy Santiago 14 S.A.",2,0,0,0,"20047708"
"Voy Santiago S.P.A.",3,0,0,0,"17274424"
"Voy Santiago S.p.A.",4,0,0,0,"16829266"
"Vuelta de Rocha S.A.T.C.I.",3,0,0,0,"371763"
"Vía Futuro",5,0,0,0,"16754581"
"Vía Láctea",12,0,0,0,"16754579"
"Vía Siglo XXI",2,0,0,0,"6858139"
"Vía Universo",4,0,0,0,"16754582"
"Vía del Sol",2,0,0,0,"2840687"
"X",1,0,0,0,"2556020"
"YARUQUI",2,0,0,0,"6252257"
"Yitos S.A.",7,0,0,0,"10595450"
"Ysapy Sociedad Anonima",1,0,0,0,"11238836"
"ZTL",1,0,0,0,"1552729"
"cabildo",1,0,0,0,"4258325"
"cotransricaurte",4,0,0,0,"17528669"
"g",1,0,0,0,"3117054"
"municipal",7,0,0,0,"9192805"
"tonchala",2,0,0,0,"5639090"
"trans azevedo",1,0,0,0,"3375148"
"trans guasimales",1,0,0,0,"5639600"
"trasan",6,0,0,0,"5626244"
"trasnguasimales",1,0,0,0,"5639599"
"Útil",4,0,0,0,"10967547"
